STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,YEAR,avg_temp_f,max_temp_f,min_temp_f,total_precip_in,min_precip_day,avg_wind,max_wind,total_snow
US1IDKT0014,"HAYDEN LAKE 1.4 NNE, ID US",47.783713,-116.738588,735.2,2015,,,,0.0,0.0,,,0.0
US1IDKT0018,"COEUR D ALENE 3.2 NNW, ID US",47.7427,-116.798883,695.6,2015,,,,3.32,0.3,,,0.0
US1IDKT0019,"HAYDEN 5.8 NNE, ID US",47.8325462341309,-116.72566986084,834.2,2015,,,,3.2800000000000002,0.0,,,0.0
US1IDKT0021,"HAYDEN 1.1 NNW, ID US",47.7746,-116.7996,705.9,2015,,,,4.27,0.0,,,0.0
US1IDKT0022,"COEUR D ALENE 4.0 SE, ID US",47.663,-116.715,880.3,2015,,,,0.62,0.0,,,0.0
US1IDLM0001,"SALMON 0.2 NNW, ID US",45.181082,-113.899464,1211.3,2015,,,,1.73,0.0,,,0.0
US1IDLT0001,"MOSCOW 1.7 N, ID US",46.7544,-117.0005,823.0,2015,,,,0.86,0.0,,,0.0
US1IDLT0003,"MOSCOW 1.3 SW, ID US",46.71676,-117.015274,803.1,2015,,,,0.15000000000000002,0.02,,,0.0
US1IDLT0007,"MOSCOW 1.1 E, ID US",46.728762,-116.972908,802.8,2015,,,,0.6699999999999999,0.0,,,0.0
US1IDLT0010,"GENESEE 0.5 WNW, ID US",46.554,-116.938,837.9,2015,,,,0.51,0.1,,,0.0
US1IDLW0002,"NEZPERCE 0.2 WNW, ID US",46.235032,-116.24292,983.0,2015,,,,3.73,0.0,,,0.0
US1IDMD0001,"REXBURG 0.7 W, ID US",43.827032,-111.801181,1481.3,2015,,,,2.41,0.0,,,0.0
US1IDNP0001,"JULIAETTA 4.1 SSE, ID US",46.5203,-116.6743,287.4,2015,,,,1.98,0.0,,,0.0
US1IDNP0005,"LAPWAI 4.1 SSW, ID US",46.348201,-116.827179,398.1,2015,,,,1.96,0.01,,,0.0
US1IDON0001,"HOLBROOK 4.0 NNE, ID US",42.218,-112.636,1492.6,2015,,,,3.3,0.0,,,0.0
US1IDPW0001,"AMERICAN FALLS 8.2 W, ID US",42.791421,-113.015103,1394.2,2015,,,,2.18,0.0,,,0.0
US1IDPW0003,"POCATELLO 9.0 WNW, ID US",42.923843,-112.634129,1348.7,2015,,,,1.52,0.0,,,0.0
