FIRE_YEAR,COUNTY,fire_count,total_acres,max_fire_size,avg_temp_month1,avg_temp_month2,avg_temp_month3,avg_temp_month4,avg_temp_month5,avg_temp_month6,avg_temp_month7,avg_temp_month8,precip_anomaly_month1,precip_anomaly_month2,precip_anomaly_month3,precip_anomaly_month4,precip_anomaly_month5,precip_anomaly_month6,precip_anomaly_month7,precip_anomaly_month8,snow_anomaly_month1,snow_anomaly_month2,snow_anomaly_month3,snow_anomaly_month4,snow_anomaly_month5,snow_anomaly_month6,snow_anomaly_month7,snow_anomaly_month8,temp_anomaly_month1,temp_anomaly_month2,temp_anomaly_month3,temp_anomaly_month4,temp_anomaly_month5,temp_anomaly_month6,temp_anomaly_month7,temp_anomaly_month8,prev_year_acres,avg_acres_3yr,county_id,large_fire
2015,Ada,46,231.3,70.0,37.516129032258064,53.17857142857143,61.806451612903224,63.9,74.16129032258064,90.83333333333331,90.12903225806453,91.61290322580643,-0.4609523809523808,0.2176190476190476,-0.9957142857142858,-0.6480952380952382,0.0090476190476191,-0.57,0.7876190476190476,-0.1485714285714285,-4.419047619047619,-3.819047619047619,-1.5333333333333334,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,-1.5238095238095255,7.3804245836265565,6.5207373271889395,1.4079365079365118,1.5821812596006026,8.155555555555537,-4.637480798771108,0.3333333333333144,643.5,6506.8,0,0
2016,Ada,101,2531.8,2361.0,40.225806451612904,50.310344827586206,57.32258064516129,69.03333333333333,73.12903225806451,86.53333333333333,90.64516129032258,90.03225806451613,-0.4609523809523808,-0.4623809523809524,-0.0457142857142858,-0.5580952380952382,-0.5809523809523808,-0.56,0.0876190476190476,-0.3285714285714285,-3.319047619047619,-3.319047619047619,-1.5333333333333334,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,1.1858678955453144,4.512197982641332,2.0368663594470036,6.541269841269845,0.5499231950844745,3.8555555555555543,-4.121351766513058,-1.2473118279569917,231.3,2190.066666666667,0,1
2017,Ada,551,5359.7,550.0,28.419354838709676,44.607142857142854,58.25806451612903,59.53333333333333,72.54838709677419,82.13333333333334,97.29032258064515,92.64516129032258,1.6690476190476191,0.0876190476190477,1.354285714285714,0.7619047619047616,-0.7509523809523808,0.6599999999999999,-0.1723809523809523,-0.1085714285714285,15.98095238095238,-0.7190476190476192,-1.3333333333333337,-0.2142857142857142,-0.0238095238095238,0.0,0.0,0.0,-10.620583717357912,-1.19100398780202,2.9723502304147473,-2.9587301587301553,-0.0307219662058457,-0.5444444444444372,2.5238095238095184,1.3655913978494567,2531.8,1135.5333333333335,0,1
2018,Ada,217,3609.0,1638.0,45.38709677419355,44.607142857142854,53.806451612903224,63.86666666666667,76.48387096774194,81.93333333333334,96.16129032258064,91.09677419354838,0.0690476190476192,-0.5723809523809525,0.3842857142857141,-0.2580952380952381,0.3890476190476191,-0.49,-0.0823809523809523,-0.3185714285714285,-5.419047619047619,3.380952380952382,1.0666666666666669,-0.1142857142857142,-0.0238095238095238,0.0,0.0,0.0,6.347158218125962,-1.19100398780202,-1.4792626728110605,1.3746031746031804,3.904761904761898,-0.74444444444444,1.394777265745006,-0.1827956989247354,5359.7,2707.6,0,1
2019,Ada,58,904.3,329.0,43.83870967741935,41.035714285714285,53.96774193548387,62.96666666666667,71.19354838709677,81.06666666666666,91.35483870967742,91.93548387096774,-0.2109523809523807,2.5776190476190477,-0.1957142857142857,0.7419047619047618,2.489047619047619,-0.7,-0.1623809523809524,-0.2385714285714285,-4.019047619047619,7.580952380952381,-1.5333333333333334,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,4.798771121351763,-4.762432559230589,-1.3179723502304128,0.4746031746031818,-1.3855606758832693,-1.6111111111111145,-3.411674347158211,0.655913978494624,3609.0,3833.5,0,0
2020,Ada,43,834.8,455.3,44.096774193548384,46.89655172413793,55.903225806451616,64.83333333333333,72.58064516129032,77.93333333333334,91.41935483870968,92.0,0.9990476190476192,0.0176190476190474,0.3142857142857143,-0.128095238095238,0.4890476190476192,2.53,-0.1023809523809523,-0.2585714285714285,3.380952380952382,-1.419047619047619,-1.5333333333333334,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,5.056835637480795,1.0984048791930547,0.617511520737331,2.341269841269842,0.0015360983102823,-4.74444444444444,-3.347158218125955,0.7204301075268802,904.3,3291.0,0,0
2021,Ada,9,797.4,440.4,43.61290322580645,42.964285714285715,57.354838709677416,64.7,72.35483870967742,90.9,98.64516129032258,88.48387096774194,-0.0509523809523808,0.4876190476190476,-0.5557142857142858,-0.2880952380952382,-0.7209523809523808,-0.03,0.7076190476190476,-0.1385714285714285,-5.019047619047619,10.18095238095238,-1.0333333333333334,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,4.572964669738859,-2.833861130659159,2.0691244239631317,2.207936507936516,-0.2242703533026144,8.222222222222229,3.878648233486942,-2.795698924731184,834.8,1782.7,0,0
2022,Ada,21,3149.5,1980.8,34.87096774193548,43.642857142857146,57.32258064516129,58.06666666666667,67.12903225806451,81.0,97.06451612903226,96.7741935483871,-0.2109523809523807,-1.0523809523809524,-1.1157142857142857,-0.0980952380952382,0.9690476190476192,0.29,-0.1823809523809524,-0.2385714285714285,-0.9190476190476192,-3.619047619047619,-1.5333333333333334,1.1857142857142855,0.4761904761904761,0.0,0.0,0.0,-4.168970814132109,-2.155289702087728,2.0368663594470036,-4.425396825396817,-5.4500768049155255,-1.6777777777777771,2.2980030721966216,5.494623655913983,797.4,845.5,0,1
2023,Ada,28,5441.650000000001,1129.6,40.806451612903224,45.0,47.70967741935484,61.4,77.45161290322581,81.73333333333333,97.19354838709675,91.38709677419357,-0.5809523809523809,-0.7123809523809526,0.9642857142857144,-0.6380952380952382,-0.0609523809523808,0.2299999999999999,-0.1823809523809524,2.4614285714285713,-1.7190476190476192,-0.4190476190476189,7.566666666666666,1.6857142857142855,-0.0238095238095238,0.0,0.0,0.0,1.7665130568356346,-0.7981468449448741,-7.576036866359445,-1.0920634920634882,4.87250384024577,-0.9444444444444428,2.42703533026112,0.107526881720446,3149.5,1593.8999999999999,0,1
2024,Ada,67,34407.56,9905.0,40.70967741935484,50.689655172413794,54.54838709677419,63.7,71.0,86.86666666666666,98.12903225806453,91.48387096774194,0.9390476190476192,1.1076190476190475,0.524285714285714,1.121904761904762,-0.0109523809523808,-0.24,-0.0623809523809524,-0.3085714285714285,16.580952380952382,-2.619047619047619,5.866666666666667,1.7857142857142858,-0.0238095238095238,0.0,0.0,0.0,1.6697388632872503,4.8915083274689195,-0.7373271889400925,1.207936507936516,-1.579109062980038,4.188888888888883,3.362519201228892,0.2043010752688161,5441.650000000001,3129.5166666666664,0,1
2025,Ada,40,43343.94,27126.4,39.87096774193548,42.714285714285715,57.064516129032256,64.56666666666666,75.41935483870968,85.26666666666667,92.80645161290325,90.5483870967742,-0.2209523809523808,1.9376190476190471,-0.6757142857142857,-0.8180952380952382,-0.6809523809523808,-0.59,0.1376190476190475,0.1814285714285714,-3.119047619047619,6.980952380952381,-1.3333333333333337,-0.3142857142857143,-0.0238095238095238,0.0,0.0,0.0,0.8310291858678909,-3.083861130659159,1.7788018433179715,2.074603174603176,2.8402457757296418,2.588888888888889,-1.9600614439323891,-0.7311827956989134,34407.56,14332.903333333334,0,1
2005,Adams,5,2.6,2.0,30.967741935483872,34.07142857142857,41.45161290322581,49.5,59.03225806451613,62.86666666666667,78.7741935483871,78.90322580645162,-1.9804999999999997,-2.3105,-0.5579999999999998,-0.8525,1.9415000000000004,1.067,-0.1625,-0.3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141559139784949,0.6973522167487687,1.1840322580645193,0.81666666666667,-1.572473118279568,-6.559655172413791,-3.403709677419343,-1.567918057100485,,,1,0
2006,Adams,18,11.05,8.1,30.806451612903224,29.75,35.774193548387096,45.96666666666667,62.58064516129032,70.53333333333333,83.7741935483871,76.64516129032258,0.1095000000000001,-1.1205,-0.6979999999999995,0.8374999999999999,-0.4684999999999997,0.967,-0.3525,-0.0904999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802688172043011,-3.6240763546798007,-4.4933870967741925,-2.7166666666666615,1.975913978494624,1.1070114942528733,1.596290322580657,-3.825982573229524,2.6,,1,0
2007,Adams,5,1.2999999999999998,0.7,25.466666666666665,33.51851851851852,43.9,51.36666666666667,62.03225806451613,70.46666666666667,85.7741935483871,77.90322580645162,-2.0904999999999996,-0.2904999999999997,-1.9279999999999995,-1.0725,-0.7284999999999997,-0.933,-0.0725,-0.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.359516129032258,0.1444421638387183,3.63241935483871,2.683333333333337,1.427526881720432,1.0403448275862104,3.596290322580657,-2.567918057100485,11.05,,1,0
2008,Adams,10,2.05,0.6,25.64516129032258,33.03448275862069,34.61290322580645,40.46666666666667,57.5,66.03333333333333,78.90322580645162,77.41935483870968,0.5695000000000001,-0.4304999999999999,-1.2279999999999998,-1.0225,-0.7584999999999997,-0.2429999999999998,-0.1725,-0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.181021505376343,-0.3395935960591103,-5.65467741935484,-8.216666666666661,-3.104731182795696,-3.3929885057471267,-3.2746774193548305,-3.051789024842421,1.2999999999999998,4.983333333333333,1,0
2009,Adams,4,0.4,0.1,27.580645161290324,33.214285714285715,35.58064516129032,47.06666666666667,61.25806451612903,65.36666666666666,78.54838709677419,77.13793103448276,-0.8104999999999998,-1.4105,-0.0879999999999996,-0.9625,0.5615000000000001,1.5570000000000002,0.0675,0.6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.245537634408599,-0.1597906403940854,-4.686935483870968,-1.61666666666666,0.653333333333336,-4.059655172413798,-3.629516129032254,-3.333212829069339,2.05,4.8,1,0
2010,Adams,4,0.5,0.2,32.483870967741936,34.92857142857143,41.0,46.166666666666664,51.58064516129032,63.793103448275865,77.70967741935483,76.29032258064517,0.3895000000000004,-1.7305,-0.6979999999999995,0.4474999999999998,0.1815000000000002,2.2569999999999997,-0.2025,0.1195000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.657688172043013,1.55449507389163,0.7324193548387115,-2.5166666666666657,-9.024086021505376,-5.633218390804593,-4.468225806451613,-4.180821282906933,0.4,1.2499999999999998,1,0
2011,Adams,8,3.65,1.9,28.806451612903224,30.25,36.29032258064516,39.833333333333336,54.225806451612904,63.0,77.96774193548387,82.09677419354838,-0.3004999999999995,-0.8505,1.662,0.3974999999999999,0.7215000000000003,2.3070000000000004,0.0874999999999999,-0.3904999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0197311827956987,-3.1240763546798007,-3.977258064516128,-8.849999999999994,-6.378924731182792,-6.426321839080458,-4.210161290322574,1.6256303299962838,0.5,0.9833333333333333,1,0
2012,Adams,3,0.3,0.1,33.16129032258065,32.892857142857146,40.12903225806452,52.93333333333333,59.43333333333333,67.83333333333333,84.38709677419355,84.35483870967742,0.7095000000000002,-0.5605,2.942,1.5975,-0.6284999999999998,-0.8929999999999999,-0.0025,-0.4805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3351075268817247,-0.4812192118226548,-0.1385483870967689,4.25,-1.171397849462366,-1.5929885057471296,2.2091935483871055,3.883694846125323,3.65,1.5166666666666666,1,0
2013,Adams,4,5.05,4.2,25.193548387096776,33.5,42.32258064516129,49.233333333333334,62.32258064516129,70.9,85.54838709677419,83.45161290322581,0.2995000000000001,-1.0705,-1.6579999999999997,-0.3325,-0.3584999999999998,0.147,-0.3825,-0.1605000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.632634408602147,0.1259236453201992,2.0549999999999997,0.5500000000000043,1.7178494623655922,1.4736781609195475,3.370483870967746,2.9804690396737072,0.3,1.4833333333333332,1,0
2015,Adams,8,19.69,9.3,33.29032258064516,42.214285714285715,51.54838709677419,53.333333333333336,63.225806451612904,79.2,79.09677419354838,81.06451612903226,-0.8204999999999998,-0.1004999999999998,-1.2279999999999998,-1.2025,0.1515000000000004,-1.443,1.8675,-0.1704999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.464139784946237,8.840209359605915,11.280806451612904,4.650000000000006,2.621075268817208,9.773678160919545,-3.081129032258062,0.5933722654801556,5.05,3.0,1,0
