FIRE_YEAR,COUNTY,fire_count,total_acres,max_fire_size,YEAR,avg_temp_f,max_temp_f,min_temp_f,total_precip_in,avg_wind,max_wind,fire_occurred,large_fire
2007,Clearwater,0,28.8,8.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,0,0
2007,Custer,4,3.2,2.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Elmore,42,14840.8,5316.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Franklin,4,17119.0,13784.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Fremont,2,1615.0,1011.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Gem,7,4613.5,3962.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Gooding,11,5717.2,3835.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Idaho,3,6237.45,5700.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Jefferson,1,58.0,58.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Jerome,13,276.7,265.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Kootenai,0,85.59,35.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,0,0
2007,Latah,1,126.49,100.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Lemhi,10,92.3,59.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Lincoln,14,46715.6,45862.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Madison,1,16.6,16.6,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Minidoka,11,4492.3,3003.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Nez Perce,0,155.25,155.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,0,0
2007,Oneida,9,22419.1,16312.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Owyhee,45,511931.9,367785.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Payette,6,362.0,163.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Power,11,17863.1,9473.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Shoshone,0,51.86,25.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,0,0
2007,Teton,1,4.0,4.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,0
2007,Twin Falls,20,3353.7,1358.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2007,Valley,0,94.35,80.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,0,0
2007,Washington,4,11222.0,10238.0,2007,82.44711691788137,97.78333333333333,34.026666666666664,1.5656435643564357,6.324706060226066,20.916428571428572,1,1
2008,Ada,13,540.5,472.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Adams,1,2.05,0.6,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Bannock,10,308.9,264.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Benewah,1,386.63,180.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Bingham,4,1446.9,845.7,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Blaine,6,17149.0,14869.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Boise,3,24.9,18.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Bonner,1,25.22,9.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
2008,Bonneville,4,1006.4,986.6,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Boundary,0,16.1,7.5,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,0,0
2008,Butte,18,1428.0,1419.0,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,1
2008,Camas,2,0.2,0.1,2008,79.09590771929,94.73489932885906,29.969798657718123,1.941295681063123,8.27937738368033,21.49076923076923,1,0
