STATION,avg_temp_f,max_temp_f,min_temp_f,total_precip_in,avg_wind,max_wind,YEAR
USC00104793,88.47826086956522,105.0,40.0,4.12,,,2014
USC00104831,81.25,97.0,30.0,5.31,,,2014
USC00104845,74.94505494505495,92.0,29.0,2.77,,,2014
USC00105143,81.82608695652173,96.0,33.0,6.11,,,2014
USC00105177,76.80434782608695,91.0,27.0,1.9000000000000001,,,2014
USC00105275,75.72826086956522,88.0,33.0,5.2700000000000005,,,2014
USC00105462,77.51086956521739,92.0,30.0,5.54,,,2014
USC00105567,83.16304347826087,98.0,32.0,6.24,,,2014
USC00105678,85.30434782608695,102.0,41.0,5.52,,,2014
USC00105685,82.48913043478261,96.0,33.0,3.59,,,2014
USC00105708,78.78260869565217,93.0,25.0,2.42,,,2014
USC00105716,80.73913043478261,95.0,34.0,3.1,,,2014
USC00105980,84.44565217391305,105.0,35.0,3.4899999999999998,,,2014
USC00106080,79.94565217391305,93.0,29.0,4.29,,,2014
USC00106152,82.8695652173913,99.0,32.0,2.96,,,2014
USC00106230,77.25842696629213,96.0,35.0,4.42,,,2014
USC00106250,82.34782608695652,102.0,33.0,4.92,,,2014
USC00106388,81.82608695652173,96.0,30.0,1.67,,,2014
USC00106424,78.08695652173913,95.0,36.0,3.75,,,2014
USC00106542,81.76086956521739,99.0,39.0,5.71,,,2014
USC00106877,80.14772727272727,93.0,40.0,3.41,,,2014
USC00106891,91.38709677419355,101.0,51.0,0.33999999999999997,,,2014
USC00107040,81.98913043478261,95.0,31.0,2.39,,,2014
USC00107046,79.74157303370787,97.0,32.0,3.83,,,2014
USC00107188,80.26086956521739,100.0,38.0,4.51,,,2014
USC00107208,84.05434782608695,100.0,40.0,5.06,,,2014
USC00107210,85.31521739130434,98.0,40.0,4.76,,,2014
USC00107264,79.34782608695652,99.0,40.0,5.45,,,2014
USC00107301,80.8913043478261,99.0,36.0,2.55,,,2014
USC00107346,84.56521739130434,98.0,35.0,4.49,,,2014
USC00107357,80.85227272727273,98.0,31.0,4.87,0.3682954545454545,2.91,2014
USC00107386,81.29347826086956,97.0,33.0,6.63,,,2014
USC00107644,79.04347826086956,91.0,37.0,5.98,,,2014
USC00107673,83.71739130434783,101.0,36.0,4.41,,,2014
USC00107689,79.67391304347827,91.0,38.0,4.28,,,2014
USC00108022,78.34782608695652,92.0,40.0,2.97,,,2014
USC00108062,82.6304347826087,100.0,39.0,4.18,,,2014
USC00108080,79.79347826086956,96.0,40.0,3.4299999999999997,,,2014
USC00108137,79.1304347826087,97.0,39.0,4.37,,,2014
USC00108246,87.32608695652173,104.0,35.0,3.25,,,2014
USC00108380,86.02173913043478,105.0,36.0,4.01,,,2014
USC00108500,78.07777777777778,93.0,29.0,3.85,,,2014
USC00108676,74.84782608695652,92.0,22.0,2.55,,,2014
USC00108818,79.51086956521739,91.0,34.0,4.88,,,2014
USC00108928,92.9298245614035,106.0,51.0,1.1400000000000001,,,2014
USC00108937,77.03260869565217,90.0,32.0,7.130000000000001,,,2014
USC00109065,73.09782608695652,86.0,31.0,9.21,,,2014
USC00109498,79.07692307692308,97.0,38.0,6.57,,,2014
USC00109846,75.20879120879121,93.0,36.0,3.46,,,2014
USC00109950,86.87096774193549,98.0,29.0,3.92,,,2014
USR0000I3MI,73.26086956521739,88.0,31.0,0.0,,,2014
USR0000IARC,81.18478260869566,96.0,26.0,0.0,,,2014
USR0000IBEA,69.26086956521739,85.0,29.0,0.0,,,2014
USR0000IBOF,79.04347826086956,98.0,41.0,0.0,,,2014
USR0000IBON,75.83695652173913,92.0,27.0,0.0,,,2014
USR0000IBRA,85.04347826086956,102.0,31.0,0.0,,,2014
USR0000IBUL,81.42391304347827,97.0,27.0,0.0,,,2014
USR0000ICAN,61.98913043478261,80.0,25.0,0.0,,,2014
USR0000ICHL,81.3586956521739,97.0,35.0,0.0,,,2014
USR0000ICOP,69.5,86.0,18.0,0.0,,,2014
USR0000ICRY,81.95652173913044,100.0,33.0,0.0,,,2014
USR0000IDEA,84.58695652173913,99.0,43.0,0.0,,,2014
USR0000IDEP,77.3695652173913,95.0,29.0,0.0,,,2014
USR0000IDER,78.81521739130434,97.0,37.0,0.0,,,2014
USR0000IDIA,71.55434782608695,87.0,28.0,0.0,,,2014
USR0000IEZR,73.40217391304348,90.0,32.0,0.0,,,2014
USR0000IFEN,87.92391304347827,104.0,43.0,0.0,,,2014
USR0000IFIS,75.75,95.0,34.0,0.0,,,2014
USR0000IFLE,75.73913043478261,92.0,30.0,0.0,,,2014
USR0000IFLI,82.52173913043478,97.0,37.0,0.0,,,2014
USR0000IGAS,77.08695652173913,91.0,26.0,0.0,,,2014
USR0000IGOO,80.08695652173913,97.0,34.0,0.0,,,2014
USR0000IGRA,77.90217391304348,93.0,34.0,0.0,,,2014
USR0000IGRL,74.3804347826087,89.0,29.0,0.0,,,2014
USR0000IHPK,67.45652173913044,83.0,25.0,0.0,,,2014
USR0000IHSB,81.51086956521739,102.0,35.0,0.0,,,2014
USR0000IIND,87.04347826086956,102.0,40.0,0.0,,,2014
USR0000IISP,73.18478260869566,87.0,27.0,0.0,,,2014
USR0000IKRI,78.84782608695652,96.0,36.0,0.0,,,2014
USR0000ILCR,83.84782608695652,101.0,38.0,0.0,,,2014
USR0000ILEA,77.6304347826087,92.0,30.0,0.0,,,2014
USR0000ILIN,72.05434782608695,91.0,34.0,0.0,,,2014
USR0000ILIT,81.45652173913044,98.0,35.0,0.0,,,2014
USR0000ILOD,73.94565217391305,88.0,30.0,0.0,,,2014
USR0000IMHO,89.70652173913044,105.0,39.0,0.0,,,2014
USR0000IMOD,71.59782608695652,86.0,31.0,0.0,,,2014
USR0000IMOL,74.84782608695652,90.0,35.0,0.0,,,2014
USR0000IMOO,87.57608695652173,104.0,40.0,0.0,,,2014
USR0000INOR,78.66304347826087,96.0,25.0,0.0,,,2014
USR0000INUC,76.59782608695652,98.0,37.0,0.0,,,2014
USR0000IOHI,78.33695652173913,95.0,29.0,0.0,,,2014
USR0000IPCK,81.44444444444444,100.0,33.0,0.0,,,2014
USR0000IPCN,72.82608695652173,89.0,32.0,0.0,,,2014
USR0000IPCR,70.3586956521739,87.0,32.0,0.0,,,2014
USR0000IPIE,80.3586956521739,98.0,31.0,0.0,,,2014
USR0000IPIN,78.5,93.0,32.0,0.0,,,2014
USR0000IPIT,94.59782608695652,111.0,47.0,0.0,,,2014
USR0000IPOB,82.57608695652173,100.0,31.0,0.0,,,2014
USR0000IPOT,82.92391304347827,101.0,35.0,0.0,,,2014
USR0000IPOW,82.53260869565217,98.0,34.0,0.0,,,2014
USR0000IPRL,79.15217391304348,98.0,31.0,0.0,,,2014
USR0000IRAF,84.75,102.0,36.0,0.0,,,2014
USR0000IRED,79.80434782608695,95.0,30.0,0.0,,,2014
USR0000IROC,84.94565217391305,105.0,36.0,0.0,,,2014
USR0000ISAD,68.84782608695652,89.0,33.0,0.0,,,2014
USR0000ISAL,79.76086956521739,96.0,38.0,0.0,,,2014
USR0000ISHO,80.40217391304348,102.0,40.0,0.0,,,2014
USR0000ISKI,78.1086956521739,93.0,31.0,0.0,,,2014
USR0000ISKU,77.6413043478261,93.0,35.0,0.0,,,2014
USR0000ISLA,90.90217391304348,107.0,45.0,0.0,,,2014
USR0000ISNA,83.08695652173913,100.0,39.0,0.0,,,2014
USR0000ISPA,82.3913043478261,100.0,35.0,0.0,,,2014
USR0000ISTN,74.3913043478261,92.0,25.0,0.0,,,2014
USR0000ITEA,79.23913043478261,95.0,35.0,0.0,,,2014
USR0000ITOW,83.58695652173913,99.0,30.0,0.0,,,2014
USR0000ITRA,78.6086956521739,95.0,36.0,0.0,,,2014
USR0000ITRI,80.09782608695652,97.0,25.0,0.0,,,2014
USR0000ITWI,88.66304347826087,108.0,43.0,0.0,,,2014
USR0000IWEI,84.02173913043478,99.0,38.0,0.0,,,2014
USR0000MHHS,63.391304347826086,79.0,26.0,0.0,,,2014
USS0011E10S,75.83695652173913,90.0,30.0,6.8,,,2014
USS0011E36S,65.33695652173913,79.0,31.0,11.2,,,2014
USS0011E37S,69.84782608695652,83.0,30.0,9.3,,,2014
USS0011F02S,75.20652173913044,92.0,31.0,5.5,,,2014
USS0011F11S,73.80434782608695,89.0,30.0,3.8000000000000003,,,2014
USS0011G01S,71.96739130434783,87.0,31.0,6.9,,,2014
USS0011G05S,74.04347826086956,89.0,27.0,6.7,,,2014
USS0011G06S,70.3913043478261,85.0,27.0,10.8,,,2014
USS0011G30S,71.8586956521739,88.0,28.0,7.5,,,2014
USS0011G32S,67.30434782608695,81.0,27.0,8.4,,,2014
USS0011G33S,72.51086956521739,87.0,25.0,7.5,,,2014
USS0012G17S,73.25,88.0,30.0,7.8999999999999995,,,2014
USS0012G18S,75.93478260869566,89.0,31.0,5.5,,,2014
USS0013D16S,73.02173913043478,88.0,30.0,6.300000000000001,,,2014
USS0013D22S,66.23913043478261,81.0,27.0,9.4,,,2014
USS0013E06S,74.76086956521739,92.0,29.0,4.8,,,2014
USS0013E16S,64.78260869565217,80.0,29.0,6.5,,,2014
USS0013E18S,62.69565217391305,78.0,23.0,5.7,,,2014
USS0013E27S,67.19565217391305,81.0,28.0,5.9,,,2014
USS0013F03S,68.8586956521739,84.0,24.0,5.3,,,2014
USS0013F04S,73.8586956521739,91.0,24.0,5.9,,,2014
USS0013F09S,71.06521739130434,88.0,26.0,6.2,,,2014
USS0013F13S,63.30434782608695,78.0,20.0,6.7,1.7826086956521738,2.91,2014
USS0013G01S,67.16304347826087,82.0,30.0,5.7,,,2014
USS0014C04S,69.28260869565217,85.0,30.0,5.0,,,2014
USS0014C05S,72.18478260869566,90.0,32.0,4.6,,,2014
USS0014E01S,64.03260869565217,81.0,26.0,3.2,,,2014
USS0014E04S,67.52173913043478,81.0,30.0,5.800000000000001,,,2014
USS0014F02S,72.3695652173913,88.0,19.0,3.7,,,2014
USS0014F03S,69.47826086956522,84.0,24.0,6.3,,,2014
USS0014F04S,63.619565217391305,77.0,23.0,4.4,1.3779347826086958,3.8,2014
USS0014F08S,64.18478260869566,80.0,28.0,3.4,,,2014
USS0014F11S,77.1304347826087,93.0,28.0,5.5,,,2014
USS0014F12S,66.33695652173913,82.0,21.0,3.7,,,2014
USS0014F16S,71.84782608695652,88.0,24.0,4.3,,,2014
USS0014F17S,73.40217391304348,90.0,24.0,2.4,,,2014
USS0014F19S,76.06521739130434,93.0,26.0,4.9,,,2014
USS0014G01S,71.21739130434783,89.0,28.0,4.9,,,2014
USS0014G02S,74.44565217391305,90.0,28.0,4.8,,,2014
USS0015B02S,70.82608695652173,90.0,34.0,5.6,,,2014
USS0015B09S,65.17391304347827,83.0,34.0,5.8,,,2014
USS0015B14S,66.03260869565217,84.0,31.0,5.5,,,2014
USS0015B21S,74.96739130434783,93.0,34.0,6.5,,,2014
USS0015C04S,75.46739130434783,94.0,37.0,5.2,,,2014
USS0015C05S,77.75,96.0,34.0,3.8,,,2014
USS0015C06S,68.68478260869566,87.0,32.0,5.1,,,2014
USS0015C09S,68.40217391304348,86.0,27.0,6.9,,,2014
USS0015C16S,67.21739130434783,85.0,30.0,4.7,,,2014
USS0015D01S,68.3586956521739,84.0,28.0,3.2,,,2014
USS0015D06S,71.18478260869566,85.0,25.0,5.7,,,2014
USS0015E02S,71.67391304347827,86.0,27.0,6.0,,,2014
USS0015E04S,71.8586956521739,87.0,27.0,3.8000000000000003,,,2014
USS0015E08S,78.54347826086956,94.0,29.0,2.9,,,2014
USS0015E09S,69.05434782608695,88.0,27.0,6.6,,,2014
USS0015E11S,72.16304347826087,91.0,26.0,5.3,,,2014
USS0015F01S,73.6195652173913,90.0,29.0,3.2,,,2014
USS0015F04S,67.04347826086956,83.0,30.0,4.9,2.789130434782609,3.58,2014
USS0015F05S,69.3804347826087,88.0,28.0,3.7,,,2014
USS0015F06S,80.78260869565217,99.0,27.0,2.5,,,2014
USS0015F09S,76.1413043478261,93.0,31.0,2.3000000000000003,,,2014
USS0015F14S,77.21739130434783,94.0,24.0,2.6,,,2014
USS0015G02S,71.06521739130434,87.0,28.0,6.4,,,2014
USS0016A04S,68.06521739130434,86.0,34.0,7.199999999999999,,,2014
USS0016A08S,64.01086956521739,81.0,34.0,8.1,,,2014
USS0016A10S,63.32608695652174,80.0,34.0,7.4,,,2014
USS0016A12S,69.26086956521739,89.0,31.0,9.0,,,2014
USS0016A14S,72.92391304347827,91.0,43.0,4.9,3.530869565217391,5.59,2014
USS0016B14S,74.66304347826087,95.0,36.0,4.1,,,2014
USS0016C01S,80.68478260869566,100.0,33.0,3.4,,,2014
USS0016C02S,72.20652173913044,90.0,37.0,3.3,,,2014
USS0016C20S,67.68478260869566,85.0,31.0,3.5,,,2014
USS0016D08S,78.03260869565217,94.0,29.0,1.8,,,2014
USS0016D09S,72.79347826086956,89.0,28.0,3.5,,,2014
USS0016E05S,78.96739130434783,94.0,26.0,2.6,,,2014
USS0016E10S,72.5,88.0,30.0,1.1,,,2014
USS0016E11S,74.17391304347827,89.0,28.0,2.8000000000000003,,,2014
USS0016E14S,79.06521739130434,94.0,38.0,3.0,2.091195652173913,4.03,2014
USS0016E18S,78.69565217391305,94.0,26.0,2.8000000000000003,3.055274725274725,5.82,2014
USS0016F02S,69.34782608695652,85.0,29.0,2.4000000000000004,2.832826086956522,4.03,2014
USS0016F08S,75.83695652173913,91.0,34.0,2.4,,,2014
USS0016G01S,74.40217391304348,91.0,27.0,3.1,,,2014
USS0016G07S,78.58695652173913,94.0,30.0,3.4000000000000004,,,2014
USS0017B06S,70.92391304347827,89.0,40.0,4.2,,,2014
USW00004109,89.05434782608695,107.0,43.0,4.25,1.7993478260869564,4.25,2014
USW00004110,84.08695652173913,102.0,40.0,3.89,8.917826086956522,18.34,2014
USW00004112,75.32608695652173,93.0,24.0,2.2800000000000002,3.9878260869565216,6.93,2014
USW00004114,81.94565217391305,97.0,34.0,2.07,5.179239130434783,11.86,2014
USW00004126,78.73626373626374,97.0,31.0,3.24,,,2014
USW00004127,83.73626373626374,100.0,33.0,1.37,,,2014
USW00024106,88.52747252747253,105.0,40.0,0.87,9.800978260869567,19.91,2014
USW00024131,88.6195652173913,104.0,41.0,0.51,7.053695652173913,12.97,2014
USW00024133,82.56521739130434,99.0,41.0,3.5100000000000002,7.412613636363636,16.55,2014
USW00024145,82.82608695652173,97.0,37.0,2.91,8.558695652173913,19.91,2014
USW00024149,88.8586956521739,106.0,46.0,2.38,5.32554347826087,13.42,2014
USW00024151,86.04347826086956,99.0,34.0,3.52,,,2014
USW00024156,84.29347826086956,98.0,35.0,3.07,9.086086956521738,18.34,2014
USW00094143,83.06521739130434,97.0,30.0,4.26,,,2014
USW00094178,85.65217391304348,104.0,40.0,6.66,10.168260869565218,17.67,2014
US1IDAD0002,,,,2.02,,,2015
US1IDAD0004,,,,0.43000000000000005,,,2015
US1IDAD0005,,,,1.66,,,2015
US1IDAD0007,,,,0.32,,,2015
US1IDAD0008,,,,1.55,,,2015
US1IDAD0009,,,,2.73,,,2015
US1IDAD0011,,,,1.3900000000000001,,,2015
US1IDAD0014,,,,1.57,,,2015
US1IDAD0019,,,,1.56,,,2015
US1IDAD0020,,,,0.56,,,2015
US1IDAD0021,,,,1.3,,,2015
US1IDAD0027,,,,0.47000000000000003,,,2015
US1IDAM0002,,,,1.98,,,2015
US1IDBD0001,,,,1.93,,,2015
US1IDBD0005,,,,2.6500000000000004,,,2015
US1IDBD0006,,,,1.54,,,2015
US1IDBK0001,,,,2.71,,,2015
US1IDBK0009,,,,2.8,,,2015
US1IDBK0010,,,,0.48000000000000004,,,2015
US1IDBK0011,,,,3.12,,,2015
US1IDBK0012,,,,1.6,,,2015
US1IDBL0001,,,,2.38,,,2015
US1IDBN0003,,,,2.25,,,2015
US1IDBR0002,,,,1.57,,,2015
US1IDBR0003,,,,1.73,,,2015
US1IDBR0014,,,,1.0899999999999999,,,2015
US1IDBR0015,,,,2.08,,,2015
US1IDBR0017,,,,1.25,,,2015
US1IDBR0018,,,,0.9400000000000001,,,2015
US1IDBR0019,,,,1.25,,,2015
US1IDBR0022,,,,2.75,,,2015
US1IDBR0024,,,,2.2399999999999998,,,2015
US1IDBR0025,,,,0.81,,,2015
US1IDBS0001,,,,1.52,,,2015
US1IDBS0004,,,,1.78,,,2015
US1IDBS0006,,,,3.06,,,2015
US1IDBV0006,,,,2.68,,,2015
US1IDBV0008,,,,0.02,,,2015
US1IDBW0002,,,,1.04,,,2015
US1IDBW0003,,,,3.32,,,2015
US1IDCR0001,,,,4.33,,,2015
US1IDCR0002,,,,3.88,,,2015
US1IDCT0001,,,,2.34,,,2015
US1IDCW0005,,,,2.41,,,2015
US1IDCW0006,,,,1.65,,,2015
US1IDCW0007,,,,0.0,,,2015
US1IDCY0001,,,,0.8400000000000001,,,2015
US1IDCY0012,,,,0.83,,,2015
US1IDCY0013,,,,1.59,,,2015
US1IDCY0014,,,,0.75,,,2015
US1IDCY0015,,,,1.02,,,2015
US1IDCY0016,,,,0.43000000000000005,,,2015
US1IDCY0017,,,,1.03,,,2015
US1IDEL0001,,,,0.9,,,2015
US1IDFK0001,,,,2.2800000000000002,,,2015
US1IDFM0002,,,,1.01,,,2015
US1IDGD0001,,,,0.8,,,2015
US1IDID0001,,,,3.91,,,2015
US1IDID0005,,,,2.88,,,2015
US1IDID0006,,,,1.35,,,2015
US1IDKT0001,,,,2.03,,,2015
US1IDKT0003,,,,1.99,,,2015
US1IDKT0005,,,,0.5800000000000001,,,2015
US1IDKT0006,,,,0.0,,,2015
US1IDKT0008,,,,2.2,,,2015
US1IDKT0012,,,,0.8900000000000001,,,2015
US1IDKT0014,,,,0.0,,,2015
US1IDKT0018,,,,3.32,,,2015
US1IDKT0019,,,,3.2800000000000002,,,2015
US1IDKT0021,,,,4.27,,,2015
US1IDKT0022,,,,0.62,,,2015
US1IDLM0001,,,,1.73,,,2015
US1IDLT0001,,,,0.86,,,2015
US1IDLT0003,,,,0.15000000000000002,,,2015
US1IDLT0007,,,,0.6699999999999999,,,2015
US1IDLT0010,,,,0.51,,,2015
US1IDLW0002,,,,3.73,,,2015
US1IDMD0001,,,,2.41,,,2015
US1IDNP0001,,,,1.98,,,2015
US1IDNP0005,,,,1.96,,,2015
US1IDON0001,,,,3.3,,,2015
US1IDPW0001,,,,2.18,,,2015
US1IDPW0003,,,,1.52,,,2015
US1IDPW0004,,,,1.5699999999999998,,,2015
US1IDSH0001,,,,1.6400000000000001,,,2015
US1IDSH0002,,,,1.55,,,2015
US1IDTF0001,,,,0.93,,,2015
US1IDTF0003,,,,1.2,,,2015
US1IDTF0004,,,,0.87,,,2015
US1IDTF0005,,,,0.81,,,2015
US1IDTF0006,,,,1.5,,,2015
US1IDVL0001,,,,2.0300000000000002,,,2015
USC00100010,83.46739130434783,100.0,35.0,2.0,,,2015
USC00100218,86.46739130434783,99.0,42.0,1.58,,,2015
USC00100375,82.77173913043478,97.0,41.0,1.81,,,2015
USC00100470,81.1304347826087,97.0,35.0,2.0900000000000003,,,2015
USC00100667,81.33707865168539,98.0,37.0,1.96,,,2015
USC00100774,82.93478260869566,99.0,39.0,2.37,,,2015
USC00100803,82.25,97.0,30.0,3.08,,,2015
USC00100915,84.61538461538461,101.0,41.0,1.73,,,2015
USC00101017,85.16304347826087,104.0,43.0,1.76,,,2015
USC00101018,90.58695652173913,110.0,46.0,1.27,,,2015
USC00101079,85.50549450549451,105.0,42.0,2.23,,,2015
USC00101363,82.66304347826087,98.0,40.0,2.56,,,2015
USC00101408,94.77173913043478,112.0,40.0,0.99,,,2015
USC00101514,80.96739130434783,98.0,36.0,4.03,,,2015
USC00101551,84.48936170212765,96.0,40.0,1.06,,,2015
USC00101671,78.75,93.0,37.0,2.64,,,2015
USC00101831,,,,1.15,,,2015
USC00101956,85.73417721518987,102.0,44.0,1.4100000000000001,,,2015
USC00102159,81.8913043478261,100.0,45.0,3.17,,,2015
USC00102187,89.64285714285714,104.0,42.0,0.09,,,2015
USC00102260,83.46067415730337,100.0,36.0,1.74,,,2015
USC00102392,79.02,93.0,30.0,3.09,,,2015
USC00102577,75.94318181818181,94.0,27.0,3.5300000000000002,,,2015
USC00102667,85.29347826086956,100.0,41.0,3.81,,,2015
USC00102676,75.35164835164835,89.0,33.0,4.88,,,2015
USC00102707,83.96739130434783,97.0,41.0,3.83,,,2015
USC00102845,90.14606741573034,109.0,47.0,1.69,,,2015
USC00102892,88.5,103.0,36.0,0.04,,,2015
USC00102942,91.95652173913044,109.0,46.0,1.04,,,2015
USC00103108,82.36781609195403,94.0,35.0,0.91,,,2015
USC00103143,89.45652173913044,110.0,43.0,2.86,,,2015
USC00103297,83.91304347826087,100.0,36.0,1.18,,,2015
USC00103448,88.56818181818181,106.0,36.0,2.25,,,2015
USC00103631,93.38461538461539,114.0,41.0,0.62,,,2015
USC00103732,80.98795180722891,97.0,33.0,4.12,,,2015
USC00103932,90.07608695652173,105.0,43.0,0.84,,,2015
USC00103964,86.73913043478261,99.0,33.0,2.71,,,2015
USC00104140,86.12903225806451,98.0,42.0,1.24,,,2015
USC00104154,79.73770491803279,99.0,34.0,2.17,,,2015
USC00104318,91.70652173913044,106.0,43.0,0.9299999999999999,,,2015
USC00104384,84.67032967032966,99.0,37.0,3.83,,,2015
USC00104455,83.41304347826087,98.0,41.0,1.59,,,2015
USC00104456,79.83695652173913,93.0,35.0,4.18,,,2015
USC00104598,75.47826086956522,90.0,29.0,3.6399999999999997,,,2015
USC00104670,87.72826086956522,107.0,45.0,0.83,,,2015
USC00104793,91.32967032967034,109.0,41.0,2.11,,,2015
USC00104831,85.58536585365853,107.0,41.0,1.48,,,2015
USC00104845,78.29885057471265,94.0,34.0,1.38,,,2015
USC00105143,84.1413043478261,99.0,37.0,3.5500000000000003,,,2015
USC00105177,79.1086956521739,94.0,30.0,2.16,,,2015
USC00105275,78.15217391304348,90.0,38.0,2.2600000000000002,,,2015
USC00105462,80.55434782608695,96.0,38.0,3.4699999999999998,,,2015
USC00105567,85.07608695652173,101.0,35.0,3.21,,,2015
USC00105678,87.3804347826087,106.0,40.0,2.06,,,2015
USC00105685,84.47826086956522,100.0,33.0,3.12,,,2015
USC00105708,81.16304347826087,98.0,31.0,2.99,,,2015
USC00105716,83.82022471910112,97.0,38.0,1.36,,,2015
USC00105980,87.54945054945055,104.0,35.0,0.66,,,2015
USC00106080,81.98913043478261,94.0,34.0,3.07,,,2015
USC00106152,85.3804347826087,102.0,33.0,0.74,,,2015
USC00106230,80.98809523809524,102.0,38.0,2.29,,,2015
USC00106250,84.6304347826087,98.0,35.0,2.06,,,2015
USC00106388,84.6413043478261,101.0,30.0,1.49,,,2015
USC00106424,81.27173913043478,100.0,34.0,4.1,,,2015
USC00106542,83.45652173913044,97.0,42.0,3.04,,,2015
USC00106877,82.8695652173913,96.0,41.0,0.99,,,2015
USC00106891,90.6195652173913,104.0,50.0,0.1,,,2015
USC00107040,84.1413043478261,100.0,33.0,0.66,,,2015
USC00107046,82.50574712643679,102.0,34.0,3.65,,,2015
USC00107188,84.98913043478261,103.0,36.0,1.3,,,2015
USC00107208,86.76086956521739,104.0,39.0,3.21,,,2015
USC00107210,86.96703296703296,101.0,43.0,3.02,,,2015
USC00107264,83.79710144927536,101.0,40.0,3.01,,,2015
USC00107301,84.14444444444445,103.0,35.0,0.8,,,2015
USC00107346,86.71739130434783,100.0,39.0,2.72,,,2015
USC00107357,85.22727272727273,105.0,34.0,4.0200000000000005,0.23636363636363636,6.04,2015
USC00107386,86.17391304347827,103.0,33.0,1.72,,,2015
USC00107644,81.70652173913044,96.0,35.0,2.05,,,2015
USC00107673,86.15217391304348,103.0,38.0,0.88,,,2015
USC00107689,82.30434782608695,96.0,39.0,2.11,,,2015
USC00108022,81.58695652173913,93.0,35.0,3.77,,,2015
USC00108062,86.32967032967034,106.0,42.0,3.07,,,2015
USC00108080,82.72826086956522,100.0,39.0,1.98,,,2015
USC00108137,84.0625,102.0,40.0,1.1,,,2015
USC00108246,89.1413043478261,108.0,37.0,4.49,,,2015
USC00108380,86.91111111111111,105.0,37.0,0.47,,,2015
USC00108500,79.94565217391305,95.0,35.0,4.07,,,2015
USC00108676,77.1413043478261,93.0,25.0,3.27,,,2015
USC00108818,82.3586956521739,93.0,32.0,2.21,,,2015
USC00108928,92.67469879518072,109.0,55.0,0.23,,,2015
USC00108937,79.52173913043478,94.0,32.0,7.55,,,2015
USC00109065,75.91208791208791,89.0,32.0,3.98,,,2015
USC00109498,83.38271604938272,103.0,39.0,2.23,,,2015
USC00109846,81.69444444444444,95.0,36.0,0.57,,,2015
USC00109950,84.8695652173913,104.0,22.0,3.19,,,2015
USR0000I3MI,75.80434782608695,91.0,34.0,0.0,,,2015
USR0000IARC,83.84782608695652,99.0,36.0,0.0,,,2015
USR0000IBEA,71.98809523809524,91.0,-69.0,0.0,,,2015
USR0000IBOF,83.73913043478261,103.0,38.0,0.0,,,2015
USR0000IBON,78.01086956521739,95.0,30.0,0.0,,,2015
USR0000IBRA,86.69565217391305,103.0,41.0,0.0,,,2015
USR0000IBUL,82.92391304347827,98.0,33.0,0.0,,,2015
USR0000ICAN,64.6304347826087,81.0,34.0,0.0,,,2015
USR0000ICHL,83.44565217391305,101.0,40.0,0.0,,,2015
USR0000ICOP,71.48913043478261,86.0,21.0,0.0,,,2015
USR0000ICRY,84.21739130434783,101.0,40.0,0.0,,,2015
USR0000IDEA,86.27173913043478,104.0,50.0,0.0,,,2015
USR0000IDEN,89.98913043478261,106.0,46.0,0.0,,,2015
USR0000IDEP,79.6413043478261,96.0,38.0,0.0,,,2015
USR0000IDER,80.97826086956522,99.0,47.0,0.0,,,2015
USR0000IDIA,74.08695652173913,88.0,33.0,0.0,,,2015
USR0000IEZR,76.83695652173913,91.0,37.0,0.0,,,2015
USR0000IFEN,89.8804347826087,111.0,43.0,0.0,,,2015
USR0000IFIS,80.77173913043478,99.0,34.0,0.0,,,2015
USR0000IFLE,78.58695652173913,96.0,35.0,0.0,,,2015
USR0000IFLI,84.76086956521739,99.0,43.0,0.0,,,2015
USR0000IGAS,79.72826086956522,94.0,33.0,0.0,,,2015
USR0000IGOO,81.6086956521739,96.0,42.0,0.0,,,2015
USR0000IGRA,79.1304347826087,93.0,40.0,0.0,,,2015
USR0000IGRL,76.45652173913044,90.0,26.0,0.0,,,2015
USR0000IHPK,69.17391304347827,86.0,30.0,0.0,,,2015
USR0000IHSB,84.25,99.0,41.0,0.0,,,2015
USR0000IIND,90.27173913043478,108.0,43.0,0.0,,,2015
USR0000IISP,76.03260869565217,91.0,27.0,0.0,,,2015
USR0000IKRI,81.59782608695652,99.0,43.0,0.0,,,2015
USR0000ILCR,86.0,103.0,43.0,0.0,,,2015
USR0000ILEA,78.8804347826087,94.0,34.0,0.0,,,2015
USR0000ILIN,76.56521739130434,97.0,38.0,0.0,,,2015
USR0000ILIT,85.3695652173913,103.0,43.0,0.0,,,2015
USR0000ILOD,76.8913043478261,96.0,32.0,0.0,,,2015
USR0000IMHO,92.53260869565217,112.0,46.0,0.0,,,2015
USR0000IMOD,75.80434782608695,90.0,36.0,0.0,,,2015
USR0000IMOL,76.5,91.0,44.0,0.0,,,2015
USR0000IMOO,89.6195652173913,110.0,39.0,0.0,,,2015
USR0000INOR,79.92391304347827,94.0,32.0,0.0,,,2015
USR0000INUC,81.98913043478261,103.0,43.0,0.0,,,2015
USR0000IOHI,79.09782608695652,94.0,36.0,0.0,,,2015
USR0000IPCK,82.8586956521739,98.0,35.0,0.0,,,2015
USR0000IPCN,74.55434782608695,89.0,40.0,0.0,,,2015
USR0000IPCR,73.3804347826087,88.0,37.0,0.0,,,2015
USR0000IPIE,83.91304347826087,104.0,33.0,0.0,,,2015
